image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f1_0214,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Which regions show inflammatory, connective soft tissue and epithelial?",214
pannuke_f1_0215,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Provide mask for inflammatory, connective soft tissue and epithelial.",215
pannuke_f1_0216,1,Breast,Connective_Soft_tissue;Epithelial,Chart connective soft tissue and epithelial distribution.,216
pannuke_f1_0217,1,Breast,Connective_Soft_tissue;Epithelial,Inspect this Breast sample for connective soft tissue and epithelial.,217
pannuke_f1_0218,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Detect inflammatory, connective soft tissue and epithelial in this slide.",218
pannuke_f1_0219,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Indicate the inflammatory, connective soft tissue and epithelial tissue.",219
pannuke_f1_0220,1,Breast,Epithelial,Identify present epithelial structures.,220
pannuke_f1_0221,1,Breast,Connective_Soft_tissue;Epithelial,Analyze connective soft tissue and epithelial presence.,221
pannuke_f1_0222,1,Breast,Connective_Soft_tissue;Epithelial,Point out the connective soft tissue and epithelial regions.,222
pannuke_f1_0223,1,Breast,Connective_Soft_tissue;Epithelial,Segment the connective soft tissue and epithelial sections.,223
pannuke_f1_0224,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark inflammatory, connective soft tissue and epithelial cells in this Breast sample.",224
pannuke_f1_0225,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"This section has inflammatory, connective soft tissue and epithelial. Locate and mark.",225
pannuke_f1_0226,1,Breast,Connective_Soft_tissue;Epithelial,Segment all connective soft tissue and epithelial cells.,226
pannuke_f1_0227,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Point out inflammatory, connective soft tissue and epithelial cells.",227
pannuke_f1_0228,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight visible inflammatory, connective soft tissue and epithelial regions.",228
pannuke_f1_0229,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Show me the inflammatory, connective soft tissue and epithelial regions.",229
pannuke_f1_0230,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight all inflammatory, connective soft tissue and epithelial areas.",230
pannuke_f1_0231,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment all inflammatory, connective soft tissue and epithelial tissue.",231
pannuke_f1_0232,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Pinpoint the inflammatory, connective soft tissue and epithelial regions.",232
pannuke_f1_0233,1,Breast,Epithelial,Identify epithelial regions in the Breast.,233
pannuke_f1_0234,1,Breast,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue cells.,234
pannuke_f1_0235,1,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue membrane patterns.,235
pannuke_f1_0236,1,Breast,Connective_Soft_tissue,Target connective soft tissue in this image.,236
pannuke_f1_0237,1,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue diagnostic regions.,237
pannuke_f1_0238,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Please mark neoplastic, inflammatory and connective soft tissue areas.",238
pannuke_f1_0239,1,Breast,Connective_Soft_tissue,Where is the connective soft tissue in this image?,239
pannuke_f1_0240,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Delineate visible inflammatory, connective soft tissue and epithelial cells.",240
pannuke_f1_0241,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial regions in the image.",241
pannuke_f1_0242,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark present inflammatory, connective soft tissue and epithelial areas.",242
pannuke_f1_0243,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Delineate the inflammatory, connective soft tissue and epithelial regions.",243
pannuke_f1_0244,1,Breast,Inflammatory;Connective_Soft_tissue,Extract inflammatory and connective soft tissue regions from this image.,244
pannuke_f1_0245,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment sites of inflammatory, connective soft tissue and epithelial.",245
pannuke_f1_0246,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment present inflammatory, connective soft tissue and epithelial cells.",246
pannuke_f1_0247,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Circle the inflammatory, connective soft tissue and epithelial structures.",247
pannuke_f1_0248,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment visible inflammatory, connective soft tissue and epithelial cells.",248
pannuke_f1_0249,1,Breast,Connective_Soft_tissue;Epithelial,Segment all visible connective soft tissue and epithelial.,249
pannuke_f1_0250,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"In this Breast histology, identify inflammatory, connective soft tissue and epithelial cells.",250
pannuke_f1_0251,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify inflammatory, connective soft tissue and epithelial regions in the Breast.",251
pannuke_f1_0252,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Annotate the inflammatory, connective soft tissue and epithelial regions.",252
pannuke_f1_0253,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight visible inflammatory, connective soft tissue and epithelial regions.",253
pannuke_f1_0254,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Delineate visible inflammatory, connective soft tissue and epithelial structures.",254
pannuke_f1_0255,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify inflammatory, connective soft tissue and epithelial in this pathology slide.",255
pannuke_f1_0256,1,Breast,Inflammatory;Connective_Soft_tissue,Mark the pathological inflammatory and connective soft tissue regions.,256
pannuke_f1_0257,1,Breast,Connective_Soft_tissue,Highlight present connective soft tissue regions.,257
pannuke_f1_0258,1,Breast,Connective_Soft_tissue;Epithelial,Delineate the connective soft tissue and epithelial tissue.,258
pannuke_f1_0259,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Determine inflammatory, connective soft tissue and epithelial distribution.",259
pannuke_f1_0260,1,Breast,Connective_Soft_tissue;Epithelial,Segment connective soft tissue and epithelial in the tissue matrix.,260
pannuke_f1_0261,1,Breast,Neoplastic;Inflammatory,Which cells are neoplastic and inflammatory?,261
pannuke_f1_0262,1,Breast,Neoplastic,Identify neoplastic components.,262
pannuke_f1_0263,1,Breast,Neoplastic;Connective_Soft_tissue,Focus on neoplastic and connective soft tissue in this image.,263
pannuke_f1_0264,1,Breast,Neoplastic;Connective_Soft_tissue,Segment sites of neoplastic and connective soft tissue.,264
pannuke_f1_0265,1,Breast,Neoplastic;Connective_Soft_tissue,Identify present neoplastic and connective soft tissue areas.,265
pannuke_f1_0266,1,Breast,Neoplastic,Which parts have neoplastic?,266
pannuke_f1_0267,1,Breast,Neoplastic,Produce neoplastic mask.,267
pannuke_f1_0268,1,Breast,Neoplastic,Chart neoplastic distribution.,268
pannuke_f1_0269,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify the neoplastic, inflammatory and connective soft tissue microenvironment.",269
pannuke_f1_0270,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Spot neoplastic, inflammatory and connective soft tissue cells.",270
pannuke_f1_0271,1,Breast,Inflammatory;Connective_Soft_tissue,Identify all inflammatory and connective soft tissue cells.,271
pannuke_f1_0272,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Locate all neoplastic, inflammatory and connective soft tissue cells.",272
pannuke_f1_0273,1,Breast,Neoplastic;Connective_Soft_tissue,Highlight all neoplastic and connective soft tissue regions.,273
pannuke_f1_0274,1,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue areas in Breast tissue.,274
pannuke_f1_0275,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"The tissue shows neoplastic, inflammatory and connective soft tissue. Mark the areas.",275
pannuke_f1_0276,1,Breast,Neoplastic,"Analyzing this sample, segment neoplastic areas.",276
pannuke_f1_0277,1,Breast,Neoplastic,neoplastic is present in this slide. Segment it.,277
pannuke_f1_0278,1,Breast,Neoplastic;Connective_Soft_tissue,Find all neoplastic and connective soft tissue cells.,278
pannuke_f1_0279,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Where is the inflammatory, connective soft tissue and epithelial in this image?",279
pannuke_f1_0280,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Record inflammatory, connective soft tissue and epithelial regions in Breast.",280
pannuke_f1_0281,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial diagnostic regions.",281
pannuke_f1_0282,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Find inflammatory, connective soft tissue and epithelial in this Breast sample.",282
pannuke_f1_0283,1,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue in this Breast tissue.,283
pannuke_f1_0284,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Map all neoplastic, inflammatory and connective soft tissue areas.",284
pannuke_f1_0285,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue in this image.",285
pannuke_f1_0286,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"In Breast histology, delineate neoplastic, inflammatory and connective soft tissue.",286
pannuke_f1_0287,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify present neoplastic, inflammatory and connective soft tissue cells.",287
pannuke_f1_0288,1,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue zones.,288
pannuke_f1_0289,1,Breast,Inflammatory;Connective_Soft_tissue,Annotate inflammatory and connective soft tissue cells.,289
pannuke_f1_0290,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Examining this slide, mark all neoplastic, inflammatory and connective soft tissue regions.",290
pannuke_f1_0291,1,Breast,Inflammatory;Connective_Soft_tissue,Distinguish inflammatory and connective soft tissue from other tissue.,291
pannuke_f1_0292,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Distinguish the neoplastic, inflammatory and connective soft tissue regions.",292
pannuke_f1_0293,1,Breast,Inflammatory;Connective_Soft_tissue,Segment the inflammatory and connective soft tissue in this tissue sample.,293
pannuke_f1_0294,1,Breast,Inflammatory;Connective_Soft_tissue,Delineate inflammatory and connective soft tissue pathology in this section.,294
pannuke_f1_0295,1,Breast,Inflammatory;Connective_Soft_tissue,"For this Breast biopsy, segment inflammatory and connective soft tissue areas.",295
pannuke_f1_0296,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate neoplastic, inflammatory and connective soft tissue pathology in this section.",296
pannuke_f1_0297,1,Breast,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue tissue regions.,297
pannuke_f1_0298,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue in the tissue microenvironment.",298
pannuke_f1_0299,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Create mask for neoplastic, inflammatory and connective soft tissue.",299
pannuke_f1_0300,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate neoplastic, inflammatory and connective soft tissue in Breast pathology.",300
pannuke_f1_0301,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Isolate neoplastic, inflammatory and connective soft tissue cells.",301
pannuke_f1_0302,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark the neoplastic, inflammatory and connective soft tissue areas.",302
pannuke_f1_0303,1,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue in the Breast section.,303
pannuke_f1_0304,1,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue membrane patterns.,304
pannuke_f1_0305,1,Breast,Inflammatory;Connective_Soft_tissue,"Reviewing this image, delineate inflammatory and connective soft tissue boundaries.",305
pannuke_f1_0306,1,Breast,Neoplastic;Connective_Soft_tissue,Plot neoplastic and connective soft tissue locations.,306
pannuke_f1_0307,1,Breast,Neoplastic;Connective_Soft_tissue,Divide neoplastic and connective soft tissue from surroundings.,307
pannuke_f1_0308,1,Breast,Neoplastic;Connective_Soft_tissue,Output neoplastic and connective soft tissue mask.,308
pannuke_f1_0309,1,Breast,Neoplastic;Connective_Soft_tissue,Highlight the neoplastic and connective soft tissue tissue.,309
pannuke_f1_0310,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue lesion areas.",310
pannuke_f1_0311,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Examine this Breast tissue for inflammatory, connective soft tissue and epithelial.",311
pannuke_f1_0312,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Trace inflammatory, connective soft tissue and epithelial boundaries.",312
pannuke_f1_0313,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Output inflammatory, connective soft tissue and epithelial mask.",313
pannuke_f1_0314,1,Breast,Connective_Soft_tissue;Epithelial,"Presented with this tissue, identify connective soft tissue and epithelial.",314
pannuke_f1_0315,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark visible inflammatory, connective soft tissue and epithelial regions.",315
pannuke_f1_0316,1,Breast,Connective_Soft_tissue;Epithelial,Mark cellular connective soft tissue and epithelial regions.,316
pannuke_f1_0317,1,Breast,Connective_Soft_tissue;Epithelial,Segment zones of connective soft tissue and epithelial.,317
pannuke_f1_0318,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark inflammatory, connective soft tissue and epithelial in this slide.",318
pannuke_f1_0319,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Which cells are inflammatory, connective soft tissue and epithelial?",319
pannuke_f1_0320,1,Breast,Inflammatory;Epithelial,Show me inflammatory and epithelial cells.,320
pannuke_f1_0321,1,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment regions with inflammatory, connective soft tissue and epithelial.",321
pannuke_f1_0322,1,Breast,Neoplastic,Annotate neoplastic histological patterns.,322
pannuke_f1_0323,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Please segment neoplastic, inflammatory and connective soft tissue tissue.",323
pannuke_f1_0324,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue in this biopsy sample.",324
pannuke_f1_0325,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark present neoplastic, inflammatory and connective soft tissue areas.",325
pannuke_f1_0326,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark stromal neoplastic, inflammatory and connective soft tissue regions.",326
pannuke_f1_0327,1,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Spot visible neoplastic, inflammatory and connective soft tissue.",327
pannuke_f1_0328,1,Breast,Neoplastic,Delineate neoplastic pathology in this section.,328
